"id","site_name","brand_name","item_name","amount"
"5096","大埔廣場","Bort","Bort #116250 Active Support size ""M""","0"
"5097","大埔廣場","Bort","Bort #116250 Calf Support size ""S""","0"
"5098","大埔廣場","Bort","Bort #118100 EasyLife Reacher, foldable","0"
"5099","大埔廣場","Bort","Bort #122500 EpiContur w/ 2 pads #0","0"
"5100","大埔廣場","Bort","Bort #122500 EpiContur w/ 2 pads #1","0"
"5101","大埔廣場","Bort","Bort #122580 Epicondylitis-Brace "" 1 ""","0"
"5102","大埔廣場","Bort","Bort #122580 Epicondylitis-Brace "" 2 ""","0"
"5103","大埔廣場","Bort","Bort #124500 Active Cool-KUHLGEL蘆薈膏","0"
"5104","大埔廣場","Bort","Bort #124520 Active Cool-KUHLGEL (試用裝)","0"
"5105","大埔廣場","Bort","Bort #127260 Cervical Support (10 x 7.5 cm) ""S""","0"
"5106","大埔廣場","Bort","Bort #127261 Cervical Support (10 x 7.5 cm) ""M""","0"
"5107","大埔廣場","Bort","Bort #127262 Cervical Support (12 x 9 cm) ""S""","0"
"5108","大埔廣場","Bort","Bort #127263 Cervical Support (12 x 9 cm) ""M""","0"
"5109","大埔廣場","Bort","Bort #127265 Cervical Support (12 x 9 cm) ""L""","0"
"5110","大埔廣場","Bort","Bort #127268 Cervical Support (10 x 7.5 cm) ""L""","0"
"5111","大埔廣場","Bort","Bort #127360 Cervical Support (10 x 7.5 cm)Lido""S""","0"
"5112","大埔廣場","Bort","Bort #127361 Cervical Support (10 x 7.5 cm)Lido""M""","0"
"5113","大埔廣場","Bort","Bort #127368 Cervical Support (10 x 7.5 cm)Lido""L""","0"
"5114","大埔廣場","Bort","Bort #133300 Finger Joint Support (L) ""XS""","0"
"5115","大埔廣場","Bort","Bort #133300 Finger Joint Support (L) ""S""","0"
"5116","大埔廣場","Bort","Bort #133300 Finger Joint Support (L) ""M""","0"
"5117","大埔廣場","Bort","Bort #133300 Finger Joint Support (L) ""L""","0"
"5118","大埔廣場","Bort","Bort #133300 Finger Joint Support (L)""XL""","0"
"5119","大埔廣場","Bort","Bort #133300 Finger Joint Support (R) ""XS""","0"
"5120","大埔廣場","Bort","Bort #133300 Finger Joint Support (R) ""S""","0"
"5121","大埔廣場","Bort","Bort #133300 Finger Joint Support (R) ""M""","0"
"5122","大埔廣場","Bort","Bort #133300 Finger Joint Support (R) ""L""","0"
"5123","大埔廣場","Bort","Bort #133300 Finger Joint Support (R) ""XL""","0"
"5124","大埔廣場","Bort","Bort #133330 Finger Joint Support ""M""","0"
"5125","大埔廣場","Bort","Bort #137010 Pedi Soft Texline(2只)L","0"
"5126","大埔廣場","Bort","Bort #137010 Pedi Soft Texline(2只)M","0"
"5127","大埔廣場","Bort","Bort #137010 Pedi Soft Texline(2只)S","0"
"5128","大埔廣場","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (S)","0"
"5129","大埔廣場","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (L)","0"
"5130","大埔廣場","Bort","Bort #137040 Pedi Soft Texline (S)","0"
"5131","大埔廣場","Bort","Bort #137040 Pedi Soft Texline (L)","0"
"5132","大埔廣場","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (S)","0"
"5133","大埔廣場","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (L)","0"
"5134","大埔廣場","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (M)","0"
"5135","大埔廣場","Bort","Bort #1410 wrist support lido","0"
"5136","大埔廣場","Bort","Bort #1420 Elbow Support 玉 S","0"
"5137","大埔廣場","Bort","Bort #1420 Elbow Support 玉 M","0"
"5138","大埔廣場","Bort","Bort #1420 Elbow Support 玉 L","0"
"5139","大埔廣場","Bort","Bort #1440 Active Knee Support 黑 S","0"
"5140","大埔廣場","Bort","Bort #1440 Active Knee Support 黑 M","0"
"5141","大埔廣場","Bort","Bort #1440 Active Knee Support 黑 L","0"
"5142","大埔廣場","Bort","Bort #1440 Active Knee Support 黑 XL","0"
"5143","大埔廣場","Bort","Bort #1440 Active Knee Support 玉 S","0"
"5144","大埔廣場","Bort","Bort #1440 Active Knee Support 玉 M","0"
"5145","大埔廣場","Bort","Bort #1440 Active Knee Support 玉 L","0"
"5146","大埔廣場","Bort","Bort #1440 Active Knee Support 玉 XL","0"
"5147","大埔廣場","Bort","Bort #1450 Ankle Support 玉 S","0"
"5148","大埔廣場","Bort","Bort #1450 Ankle Support 玉 M","0"
"5149","大埔廣場","Bort","Bort #1450 Ankle Support 玉 L","0"
"5150","大埔廣場","Bort","Bort #1450 Ankle Support 玉 XL","0"
"5151","大埔廣場","Bort","Bort #1480 Tennis Elbow Support ""M""","0"
"5152","大埔廣場","Bort","Bort #1480 Tennis Elbow Support ""L""","0"
"5153","大埔廣場","Bort","Bort #182520 Stabilo Pren Wrist Bandage","0"
"5154","大埔廣場","Bort","Bort #190500 MultiCure Anti-Decubitus Gel Cushion","0"
"5155","大埔廣場","Bort","Bort #190530 Codyn Seat Cushion","0"
"5156","大埔廣場","Bort","Bort #470620 Splint Peroneal""L""Right","0"
"5157","大埔廣場","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""S""","0"
"5158","大埔廣場","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""M""","0"
"5159","大埔廣場","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""L""","0"
"5160","大埔廣場","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""S""","0"
"5161","大埔廣場","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""M""","0"
"5162","大埔廣場","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""L""","0"
"5163","大埔廣場","Bort","Bort #951500 Putty","0"
"49709","Office","Bort","Bort #1420 Elbow Support 玉 M","17"
"7420","工聯會-土瓜灣","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""L""","5"
"7419","工聯會-土瓜灣","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""M""","-13"
"7418","工聯會-土瓜灣","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""S""","-10"
"7417","工聯會-土瓜灣","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""L""","2"
"7416","工聯會-土瓜灣","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""M""","-9"
"7415","工聯會-土瓜灣","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""S""","-16"
"7410","工聯會-土瓜灣","Bort","Bort #1480 Tennis Elbow Support ""L""","2"
"7408","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 玉 XL","4"
"7407","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 玉 L","-4"
"7406","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 玉 M","-7"
"7405","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 玉 S","2"
"7404","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 玉 XL","1"
"7403","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 玉 L","0"
"7402","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 玉 M","-4"
"7401","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 玉 S","0"
"63310","Office","Bort","Bort #133300 Finger Joint Support (R) ""M""","1"
"65618","Office","Bort","Bort #190500 MultiCure Anti-Decubitus Gel Cushion","0"
"7391","工聯會-土瓜灣","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (L)","-5"
"65617","Office","Bort","Bort #182520 Stabilo Pren Wrist Bandage","0"
"65616","Office","Bort","Bort #1480 Tennis Elbow Support ""M""","0"
"65615","Office","Bort","Bort #1440 Active Knee Support 黑 XL","0"
"65614","Office","Bort","Bort #1410 wrist support lido","0"
"7385","工聯會-土瓜灣","Bort","Bort #137010 Pedi Soft Texline(2只)S","-9"
"7383","工聯會-土瓜灣","Bort","Bort #137010 Pedi Soft Texline(2只)L","0"
"65613","Office","Bort","Bort #133330 Finger Joint Support ""M""","0"
"65612","Office","Bort","Bort #133300 Finger Joint Support (R) ""XL""","0"
"65611","Office","Bort","Bort #133300 Finger Joint Support (R) ""L""","0"
"65610","Office","Bort","Bort #133300 Finger Joint Support (R) ""S""","0"
"65609","Office","Bort","Bort #133300 Finger Joint Support (R) ""XS""","0"
"65608","Office","Bort","Bort #133300 Finger Joint Support (L)""XL""","0"
"65607","Office","Bort","Bort #133300 Finger Joint Support (L) ""L""","0"
"65606","Office","Bort","Bort #133300 Finger Joint Support (L) ""M""","0"
"65605","Office","Bort","Bort #133300 Finger Joint Support (L) ""S""","0"
"65604","Office","Bort","Bort #133300 Finger Joint Support (L) ""XS""","0"
"65603","Office","Bort","Bort #127368 Cervical Support (10 x 7.5 cm)Lido""L""","0"
"65602","Office","Bort","Bort #127361 Cervical Support (10 x 7.5 cm)Lido""M""","0"
"65601","Office","Bort","Bort #127360 Cervical Support (10 x 7.5 cm)Lido""S""","0"
"65600","Office","Bort","Bort #127268 Cervical Support (10 x 7.5 cm) ""L""","0"
"65599","Office","Bort","Bort #127265 Cervical Support (12 x 9 cm) ""L""","0"
"63290","Office","Bort","Bort #122500 EpiContur w/ 2 pads #2","1"
"65598","Office","Bort","Bort #127263 Cervical Support (12 x 9 cm) ""M""","0"
"7361","工聯會-土瓜灣","Bort","Bort #124500 Active Cool-KUHLGEL蘆薈膏","-716"
"7337","工聯會-土瓜灣","Bort","Bort #114420 StabiloGen ""XL""","-2"
"7316","工聯會-土瓜灣","Bort","Bort #112800 Druckschutz ""L""","1"
"7315","工聯會-土瓜灣","Bort","Bort #112800 Druckschutz ""M""","5"
"7314","工聯會-土瓜灣","Bort","Bort #112800 Druckschutz ""S""","9"
"7309","工聯會-土瓜灣","Bort","Bort #112650 Vario Back Support ""XL""","0"
"7306","工聯會-土瓜灣","Bort","Bort #112650 Vario Back Support ""S""","-1"
"7250","工聯會-土瓜灣","Bort","Bort #112010 Stabilo Wrist Bandage 玉 3","3"
"7249","工聯會-土瓜灣","Bort","Bort #112010 Stabilo Wrist Bandage 玉 2","1"
"7248","工聯會-土瓜灣","Bort","Bort #112010 Stabilo Wrist Bandage 玉 1","-1"
"7241","工聯會-土瓜灣","Bort","Bort #107410 Foot Balm 腳油膏","-8"
"7208","工聯會-土瓜灣","Bort","Bort #104600 StabiloFix 矯正帶","1"
"64357","工聯會-土瓜灣","Bort","Bort #1480 Tennis Elbow Support ""M""","-2"
"64356","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 黑 XL","-1"
"64355","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 黑 S","-5"
"64354","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 黑 M","-2"
"64353","工聯會-土瓜灣","Bort","Bort #1450 Ankle Support 黑 L","-4"
"64352","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 黑 XL","0"
"64351","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 黑 S","-4"
"64350","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 黑 M","-8"
"64349","工聯會-土瓜灣","Bort","Bort #1440 Active Knee Support 黑 L","-5"
"64348","工聯會-土瓜灣","Bort","Bort #1420 Elbow Support 黑 S","-3"
"64347","工聯會-土瓜灣","Bort","Bort #1420 Elbow Support 玉 S","-5"
"64346","工聯會-土瓜灣","Bort","Bort #1420 Elbow Support 黑 M","0"
"64345","工聯會-土瓜灣","Bort","Bort #1420 Elbow Support 玉 M","-3"
"64344","工聯會-土瓜灣","Bort","Bort #1420 Elbow Support 黑 L","0"
"64343","工聯會-土瓜灣","Bort","Bort #1420 Elbow Support 玉 L","0"
"64342","工聯會-土瓜灣","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (M)","0"
"42244","工聯會-土瓜灣","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(S)2只","-1"
"64341","工聯會-土瓜灣","Bort","Bort #137040 Pedi Soft Texline (L)","-4"
"42242","工聯會-土瓜灣","Bort","Bort #137040 Pedi Soft Texline (S)","-10"
"64340","工聯會-土瓜灣","Bort","Bort #127260 Cervical Support (10 x 7.5 cm) ""S""","-1"
"64339","工聯會-土瓜灣","Bort","Bort #122500 EpiContur w/ 2 pads #0","0"
"64338","工聯會-土瓜灣","Bort","Bort #114420 StabiloGen ""XXL""","0"
"33255","工聯會-土瓜灣","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(L)2只","2"
"42240","工聯會-土瓜灣","Bort","Bort #137010 Pedi Soft Texline(2只)M","-5"
"64337","工聯會-土瓜灣","Bort","Bort #114420 StabiloGen ""M""","-1"
"64336","工聯會-土瓜灣","Bort","Bort #114420 StabiloGen ""S""","0"
"33251","工聯會-土瓜灣","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (L)","-7"
"56349","工聯會-土瓜灣","Bort","Bort #127361 Cervical Support (10 x 7.5 cm)Lido""M""","-1"
"64335","工聯會-土瓜灣","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""XL","-2"
"64334","工聯會-土瓜灣","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""L""","0"
"64333","工聯會-土瓜灣","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""M""","0"
"61271","工聯會-土瓜灣","Bort","Bort #114420 StabiloGen ""L""","0"
"64332","工聯會-土瓜灣","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""S""","0"
"32523","工聯會-土瓜灣","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (S)","-5"
"64331","工聯會-土瓜灣","Bort","Bort #114010 Patella Tendon Strap "" 2 ""","-26"
"64330","工聯會-土瓜灣","Bort","Bort #112650 Vario Back Support ""L""","-3"
"32520","工聯會-土瓜灣","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (S)","-30"
"32519","工聯會-土瓜灣","Bort","Bort #122500 EpiContur w/ 2 pads #2","1"
"32518","工聯會-土瓜灣","Bort","Bort #122500 EpiContur w/ 2 pads #1","0"
"64329","工聯會-土瓜灣","Bort","Bort #112010 Stabilo Wrist Bandage 黑 3","-4"
"64328","工聯會-土瓜灣","Bort","Bort #112010 Stabilo Wrist Bandage 黑 2","-7"
"21690","千色店-馬鞍山","Bort","Bort #112010 Stabilo Wrist Bandage 玉 3","-5"
"21689","千色店-馬鞍山","Bort","Bort #112010 Stabilo Wrist Bandage 玉 2","-3"
"21688","千色店-馬鞍山","Bort","Bort #112010 Stabilo Wrist Bandage 玉 1","-8"
"27471","吉之島-荃灣","Bort","Bort #114420 StabiloGen ""XL""","-1"
"27468","吉之島-荃灣","Bort","Bort #114420 StabiloGen ""S""","0"
"60374","銀座車仔","Bort","Bort #1440 Active Knee Support 玉 XL","-9"
"34332","銀座車仔","Bort","Bort #124500 Active Cool-KUHLGEL蘆薈膏","-746"
"34331","銀座車仔","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""L""","1"
"34330","銀座車仔","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""M""","2"
"34329","銀座車仔","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""S""","1"
"34328","銀座車仔","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""L""","2"
"34327","銀座車仔","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""M""","0"
"34326","銀座車仔","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""S""","2"
"34325","銀座車仔","Bort","Bort #1480 Tennis Elbow Support ""L""","1"
"34324","銀座車仔","Bort","Bort #1480 Tennis Elbow Support ""M""","1"
"34323","銀座車仔","Bort","Bort #1450 Ankle Support 玉 XL","-2"
"34322","銀座車仔","Bort","Bort #1450 Ankle Support 玉 L","-5"
"34321","銀座車仔","Bort","Bort #1450 Ankle Support 玉 M","-18"
"34320","銀座車仔","Bort","Bort #1450 Ankle Support 玉 S","-7"
"60373","銀座車仔","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (M)","10"
"34318","銀座車仔","Bort","Bort #1440 Active Knee Support 玉 L","-7"
"34317","銀座車仔","Bort","Bort #1440 Active Knee Support 玉 M","-25"
"34316","銀座車仔","Bort","Bort #1440 Active Knee Support 玉 S","-11"
"34315","銀座車仔","Bort","Bort #1420 Elbow Support 玉 L","3"
"34314","銀座車仔","Bort","Bort #1420 Elbow Support 玉 M","-6"
"34313","銀座車仔","Bort","Bort #1420 Elbow Support 玉 S","-4"
"34312","銀座車仔","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(S)2只","-4"
"34311","銀座車仔","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(L)2只","-8"
"60372","銀座車仔","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (L)","-24"
"60371","銀座車仔","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (S)","0"
"60370","銀座車仔","Bort","Bort #137010 Pedi Soft Texline(2只)M","-25"
"34307","銀座車仔","Bort","Bort #137040 Pedi Soft Texline (L)","-9"
"34306","銀座車仔","Bort","Bort #137040 Pedi Soft Texline (S)","-39"
"34305","銀座車仔","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (L)","-18"
"34304","銀座車仔","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (S)","-104"
"34303","銀座車仔","Bort","Bort #137010 Pedi Soft Texline(2只)S","-55"
"60369","銀座車仔","Bort","Bort #137010 Pedi Soft Texline(2只)L","-11"
"60368","銀座車仔","Bort","Bort #114420 StabiloGen ""XXL""","-2"
"60367","銀座車仔","Bort","Bort #114420 StabiloGen ""S""","0"
"34299","銀座車仔","Bort","Bort #114420 StabiloGen ""XL""","-2"
"34298","銀座車仔","Bort","Bort #114420 StabiloGen ""L""","-4"
"34297","銀座車仔","Bort","Bort #114420 StabiloGen ""M""","-2"
"52406","銀座車仔","Bort","Bort #114010 Patella Tendon Strap "" 3 ""","-4"
"52405","銀座車仔","Bort","Bort #114010 Patella Tendon Strap "" 2 ""","1"
"41000","銀座車仔","Bort","Bort #107620 Blasenpflaster雞眼貼","0"
"34291","銀座車仔","Bort","Bort #112010 Stabilo Wrist Bandage 玉 3","-2"
"34290","銀座車仔","Bort","Bort #112010 Stabilo Wrist Bandage 玉 2","-7"
"34289","銀座車仔","Bort","Bort #112010 Stabilo Wrist Bandage 玉 1","-15"
"60366","銀座車仔","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""XL","0"
"60365","銀座車仔","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""L""","0"
"35937","一田A場","Bort","Bort #124500 Active Cool-KUHLGEL蘆薈膏","49"
"35936","一田A場","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""L""","4"
"35935","一田A場","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""M""","4"
"35934","一田A場","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""S""","4"
"35933","一田A場","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""L""","4"
"35932","一田A場","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""M""","1"
"35931","一田A場","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""S""","1"
"35930","一田A場","Bort","Bort #1480 Tennis Elbow Support ""L""","3"
"35929","一田A場","Bort","Bort #1480 Tennis Elbow Support ""M""","2"
"35928","一田A場","Bort","Bort #1450 Ankle Support 玉 XL","8"
"35927","一田A場","Bort","Bort #1450 Ankle Support 玉 L","10"
"35926","一田A場","Bort","Bort #1450 Ankle Support 玉 M","6"
"35925","一田A場","Bort","Bort #1450 Ankle Support 玉 S","13"
"35924","一田A場","Bort","Bort #1440 Active Knee Support 玉 XL","8"
"35923","一田A場","Bort","Bort #1440 Active Knee Support 玉 L","8"
"35922","一田A場","Bort","Bort #1440 Active Knee Support 玉 M","12"
"35921","一田A場","Bort","Bort #1440 Active Knee Support 玉 S","12"
"35920","一田A場","Bort","Bort #1420 Elbow Support 玉 L","5"
"35919","一田A場","Bort","Bort #1420 Elbow Support 玉 M","6"
"35918","一田A場","Bort","Bort #1420 Elbow Support 玉 S","8"
"35917","一田A場","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(S)2只","5"
"35916","一田A場","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(L)2只","2"
"35913","一田A場","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (S)","2"
"35909","一田A場","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (S)","24"
"35908","一田A場","Bort","Bort #137010 Pedi Soft Texline(2只)S","6"
"38576","一田A場","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (M)","0"
"38575","一田A場","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (L)","0"
"38574","一田A場","Bort","Bort #137040 Pedi Soft Texline (S)","0"
"38573","一田A場","Bort","Bort #137040 Pedi Soft Texline (L)","0"
"38572","一田A場","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (L)","0"
"38571","一田A場","Bort","Bort #137010 Pedi Soft Texline(2只)M","0"
"38570","一田A場","Bort","Bort #137010 Pedi Soft Texline(2只)L","0"
"35900","一田A場","Bort","Bort #114420 StabiloGen ""XL""","1"
"35899","一田A場","Bort","Bort #114420 StabiloGen ""L""","4"
"35898","一田A場","Bort","Bort #114420 StabiloGen ""M""","4"
"35897","一田A場","Bort","Bort #114420 StabiloGen ""S""","2"
"38569","一田A場","Bort","Bort #114700 Asymmetric (Left) ""XL""","0"
"38568","一田A場","Bort","Bort #114700 Asymmetric (Left) ""L""","0"
"38567","一田A場","Bort","Bort #114700 Asymmetric (Left) ""M""","0"
"38566","一田A場","Bort","Bort #114700 Asymmetric (Left) ""S""","0"
"35892","一田A場","Bort","Bort #114010 Patella Tendon Strap "" 3 ""","4"
"35891","一田A場","Bort","Bort #114010 Patella Tendon Strap "" 2 ""","4"
"35890","一田A場","Bort","Bort #114010 Patella Tendon Strap "" 1 ""","5"
"38565","一田A場","Bort","Bort #114420 StabiloGen ""XXL""","0"
"38564","一田A場","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""XL","0"
"38563","一田A場","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""L""","0"
"36215","一田A場","Bort","Bort #112800 Druckschutz ""M""","1"
"35885","一田A場","Bort","Bort #112010 Stabilo Wrist Bandage 玉 3","4"
"35884","一田A場","Bort","Bort #112010 Stabilo Wrist Bandage 玉 2","5"
"35883","一田A場","Bort","Bort #112010 Stabilo Wrist Bandage 玉 1","4"
"35882","一田A場","Bort","Bort #107620 Blasenpflaster雞眼貼","-2"
"35881","一田A場","Bort","Bort #107410 Foot Balm 腳油膏","21"
"36214","一田A場","Bort","Bort #112800 Druckschutz ""S""","2"
"38562","一田A場","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""M""","0"
"38561","一田A場","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""S""","0"
"36211","一田A場","Bort","Bort #104600 StabiloFix 矯正帶","3"
"38560","一田A場","Bort","Bort #112800 Druckschutz ""L""","-1"
"38559","一田A場","Bort","Bort #112800 Druckschutz (one set)","0"
"38558","一田A場","Bort","Bort #107010 Toe Spreader","0"
"40599","馬拉松-海港城 (獅)","Bort","Bort #112650 Vario Back Support ""L""","-2"
"55651","華豐-北角(地下)","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""M""","-1"
"55650","華豐-北角(地下)","Bort","Bort #1450 Ankle Support 玉 XL","0"
"55649","華豐-北角(地下)","Bort","Bort #1450 Ankle Support 玉 M","0"
"55648","華豐-北角(地下)","Bort","Bort #1450 Ankle Support 玉 L","0"
"55647","華豐-北角(地下)","Bort","Bort #1440 Active Knee Support 黑 XL","0"
"55646","華豐-北角(地下)","Bort","Bort #1440 Active Knee Support 黑 S","-2"
"55645","華豐-北角(地下)","Bort","Bort #1440 Active Knee Support 玉 S","0"
"55644","華豐-北角(地下)","Bort","Bort #1440 Active Knee Support 黑 M","-9"
"55643","華豐-北角(地下)","Bort","Bort #1440 Active Knee Support 玉 M","0"
"55642","華豐-北角(地下)","Bort","Bort #1440 Active Knee Support 黑 L","-5"
"55641","華豐-北角(地下)","Bort","Bort #1440 Active Knee Support 玉 L","-2"
"55640","華豐-北角(地下)","Bort","Bort #1420 Elbow Support 玉 S","0"
"40398","華豐-北角(地下)","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""M""","-2"
"40397","華豐-北角(地下)","Bort","Bort #1480 Tennis Elbow Support ""M""","1"
"40396","華豐-北角(地下)","Bort","Bort #1480 Tennis Elbow Support ""L""","1"
"40394","華豐-北角(地下)","Bort","Bort #1450 Ankle Support 玉 S","2"
"55639","華豐-北角(地下)","Bort","Bort #1420 Elbow Support 玉 M","0"
"8517","先施-旺角","Bort","Bort #124500 Active Cool-KUHLGEL蘆薈膏","-141"
"8560","先施-旺角","Bort","Bort #1440 Active Knee Support 玉 XL","2"
"37484","SOGO-B1","Bort","Bort #1450 Ankle Support 玉 M","4"
"39783","SOGO-B1","Bort","Bort #124520 Active Cool-KUHLGEL (試用裝)","0"
"39782","SOGO-B1","Bort","Bort #1480 Tennis Elbow Support ""M""","0"
"26114","SOGO-B1","Bort","Bort #1440 Active Knee Support 玉 M","2"
"39781","SOGO-B1","Bort","Bort #1480 Tennis Elbow Support ""L""","0"
"37473","SOGO-B1","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (L)","-2"
"37472","SOGO-B1","Bort","Bort #137030 Pedi Soft Texline Hallux-Pad (S)","5"
"39780","SOGO-B1","Bort","Bort #1450 Ankle Support 玉 XL","-2"
"25538","SOGO-B1","Bort","Bort #1440 Active Knee Support 玉 XL","7"
"33929","SOGO-B1","Bort","Bort #1450 Ankle Support 玉 L","7"
"39779","SOGO-B1","Bort","Bort #1450 Ankle Support 玉 S","-2"
"39778","SOGO-B1","Bort","Bort #1440 Active Knee Support 玉 S","0"
"39777","SOGO-B1","Bort","Bort #1440 Active Knee Support 玉 L","1"
"39776","SOGO-B1","Bort","Bort #1420 Elbow Support 玉 S","0"
"25530","SOGO-B1","Bort","Bort #124500 Active Cool-KUHLGEL蘆薈膏","1"
"39775","SOGO-B1","Bort","Bort #1420 Elbow Support 玉 M","0"
"39774","SOGO-B1","Bort","Bort #1420 Elbow Support 玉 L","0"
"39773","SOGO-B1","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(S)2只","0"
"25526","SOGO-B1","Bort","Bort #114150 Knee Bandage w/Recess for Patella ""S""","1"
"39772","SOGO-B1","Bort","Bort #137080 Pedi Soft Texline Forefoot Pad(L)2只","0"
"39771","SOGO-B1","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (S)","0"
"39770","SOGO-B1","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (M)","0"
"39769","SOGO-B1","Bort","Bort #137050 Pedi Soft Toe-/Finger Cap (L)","0"
"39768","SOGO-B1","Bort","Bort #137040 Pedi Soft Texline (S)","4"
"39767","SOGO-B1","Bort","Bort #137040 Pedi Soft Texline (L)","2"
"39766","SOGO-B1","Bort","Bort #137010 Pedi Soft Texline(2只)S","-1"
"39765","SOGO-B1","Bort","Bort #137010 Pedi Soft Texline(2只)M","0"
"34719","先施-旺角","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""L""","0"
"34718","先施-旺角","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""M""","1"
"34717","先施-旺角","Bort","Bort #930010 Valco Hallux Valgus Bandage (R) ""S""","1"
"34716","先施-旺角","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""L""","0"
"34715","先施-旺角","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""M""","1"
"34714","先施-旺角","Bort","Bort #930010 Valco Hallux Valgus Bandage (L) ""S""","1"
"34506","先施-旺角","Bort","Bort #1450 Ankle Support 玉 L","1"
"34505","先施-旺角","Bort","Bort #1450 Ankle Support 玉 S","2"
